Cod_Febraban,Seg_Febraban,Nome_Convênio,CNPJ,Grade,Descricao_Conv,
1196,1,PM CONSELHEIRO PENA,19769660000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1199,1,PM CONTAGEM,18715508000131,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1200,1,PM CONTENDA,76105519000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1202,1,PM COQUEIRAL,18239624000121,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1208,1,PM CORDEIROPOLIS,44660272000193,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1211,1,PM CORDISLANDIA,18712166000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1216,1,PM CORINTO,17695016000169,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1221,1,PM COROMANDEL,18591149000158,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1224,1,PM C FABRICIANO,19875046000182,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1237,1,PM CORREGO BOM JESUS,18677633000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1246,1,PM CORUMBA GOIAS,1118850000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1247,1,PM CORUMBAIBA,1302603000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1253,1,PM COSMOPOLIS,44730331000152,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1258,1,PM COTIA,46523049000120,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1277,1,PM CRISTALINA,1138122000101,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1278,1,PM CRISTIANO OTONI,19718402000154,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1294,1,PM CRUZEIRO,46668596000101,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1295,1,PM CRUZEIRO FORTALEZ,18468041000172,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1299,1,PM CRUZEIRO SUL,75731034000155,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1319,1,PM CURITIBA,76417005000186,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1321,1,PM CURIUVA,76167725000130,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1330,1,PM CURVELO,17695024000105,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1333,1,PM DAMOLANDIA,1067164000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1339,1,PM DELFIM MOREIRA,18025924000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1340,1,PM DELFINOPOLIS,17894064000186,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1346,1,PM DESCALVADO,46732442000123,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1350,1,PM DEST ENTRE RIOS,20356762000132,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1359,1,PM DIAMANTINA,17754136000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1362,1,PM DIAS D AVILA,13394044000195,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1376,1,PM DIVINOPOLIS,18291351000164,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1387,1,PM DOIS VIZINHOS,76205640000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1391,1,PM DOM CAVATI,18080283000194,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1406,1,PM DONA EUZEBIA,17706656000127,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1426,1,PM DRACENA,44880060000111,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1433,1,PM DUQUE CA0IAS,29138328000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1447,1,PM ELOI MENDES,20347225000126,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1450,1,PM EMBU DAS ARTES,46523114000117,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1460,1,PM ENG BELTRAO,76950039000131,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1463,1,PM ENG NAVARRO,17697152000198,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1464,1,PM ENG PAULO FRONTIN,29079480000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1466,1,PM ENTRE RIOS MINAS,20356747000194,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1484,1,PM ESMERALDAS,18715466000139,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1495,1,PM ESPIRITO STO PINH,45739083000173,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1496,1,PM ESP SANTO DO TURV,57264509000169,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1504,1,PM ESTIVA MG,18675918000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1505,1,PM ESTIVA GERBI,67168856000141,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1517,1,PM EUGENOPOLIS,17947656000119,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1519,1,PM EUSEBIO CE,23563067000130,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1521,1,PM E0TREMA,18677591000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1529,1,PM FAMA,18243253000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1534,1,PREF MUN FARROUPILHA RS,89848949000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1544,1,PM FAZENDA RIO GRAND,95422986000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1547,1,PM FEIRA SANTANA,14043574000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1562,1,PM FERRAZ VASCONCELO,46523197000144,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1584,1,PM FLORESTA,76282706000155,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1587,1,PM FLORESTOPOLIS,75845495000159,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1597,1,PM FORMOSA,1738780000134,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1600,1,PM FORMOSO,2395812000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1605,1,PM FORTALEZA,7965205000401,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1612,1,PM FOZ IGUACU,76206606000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1619,1,PM FRANCISCO BELTRAO,77816510000166,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1622,1,PREEF MUN FRANCISCO MORATO,46523072000114,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1625,1,PMFRANCOROCHA,46523080000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1636,1,PM FRUTAL,18449132000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1649,1,PM GARANHUNS,11303906000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1651,1,PREF MUN GARCA SP,44518371000135,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1656,1,PM GASPAR,83102244000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1682,1,PM GOIANESIA,1065846000172,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1685,1,PM GOIANIRA,1291707000167,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1687,1,PREF MUN GOIAS,2295772000123,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1689,1,PM GOIATUBA,1753722000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1703,1,PM GOV VALADARES,20622890000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1708,1,PREF MUN GRAMADO,88847082000155,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1736,1,PMGUANAMBI,13982640000196,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1737,1,PM GUANHAES,18307439000127,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1738,1,PM GUAPE,18239616000185,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1742,1,PM GUAPO,1373497000156,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1750,1,PM GUARACIABA,19382647000153,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1762,1,PM GUARANIACU,76208818000166,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1765,1,PREF MUN GUARAPARI,27165190000153,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1767,1,PM GUARAQUECABA,76022508000152,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1780,1,PM GUARUJA,44959021000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1782,1,PM GUARULHOS,46319000000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1784,1,PM GUA0UPE,18663401000197,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1791,1,PM GURINHATA,18457192000125,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1804,1,PM HIDROLANDIA,1105329000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1806,1,PM HOLAMBRA,67172437000183,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1810,1,PM HORTOLANDIA,67995027000132,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1832,1,PM IBIA,18584961000156,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1851,1,PM IBIRAIARAS,87613584000159,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1859,1,PM IBIRITE MG,18715490000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1862,1,PM IBITINGA,45321460000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1868,1,PM IBIUNA,46634531000137,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1882,1,PM IGARACU TIETE,44498467000189,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1884,1,PM IGARAPE,18715474000185,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1899,1,PM IGUATEMI,3568318000161,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1903,1,PM IJUI,90738196000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1909,1,PM ILICINEA,18239608000139,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1923,1,PM INCONFIDENTES,18028829000168,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1924,1,PM INDAIAL,83102798000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1925,1,PM INDAIATUBA,44733608000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1941,1,PM INHAPIM,20905865000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1945,1,PM INHUMAS,1153030000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1949,1,PM IPAMERI,1763606000141,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1950,1,PM IPANEMA,18334292000164,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1953,1,PM IPATINGA,19876424000142,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1954,1,PM IPAUSSU,44563583000134,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1964,1,PM IPIRANGA,76175934000126,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1968,1,PM IPOJUCA,11294386000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1970,1,PM IPORA,1157536000188,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1983,1,PM IRACEMAPOLIS,45786159000111,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1995,1,PM IRATI,75654574000182,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
1997,1,PM IRECE,13715891000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2012,1,PM ITABIRA,18299446000124,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2014,1,PM ITABIRITO,18307835000154,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2015,1,PM ITABORAI,28741080000155,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2016,1,PM ITABUNA,14147490000168,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2030,1,PM ITAGUAI,29138302000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2031,1,PM ITAGUAJE,76970359000153,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2041,1,PM ITAIPE,18404756000161,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2046,1,PM ITAJU TRIBUTOS,44496313000158,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2048,1,PM ITAJUBA,18025940000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2050,1,PM ITALVA,30417158000122,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2062,1,PM ITAMBE MATO DENTR,18299537000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2063,1,PM ITAMOGI,18241380000111,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2066,1,PM ITANHAEM,46578498000175,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2069,1,PM ITANHOMI,18493239000106,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2072,1,PM ITAOCARA,28615557000156,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2073,1,PM ITAPACI,1134808000124,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2076,1,PM Itaparica (BA),13882949000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2079,1,PM ITAPECERICA,18308742000144,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2080,1,PM ITAPECERICA SERRA,46523130000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2085,1,PM ITAPERUNA,28916716000152,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2087,1,PM ITAPETINGA,13751102000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2090,1,PM ITAPEVA,46634358000177,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2091,1,PM ITAPEVI,46523031000128,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2094,1,PM ITAPIRA,45281144000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2103,1,PM ITAPOLIS,49979255000137,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2110,1,PM ITAPUI,46189726000115,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2113,1,PM ITAQUAQUECETUBA,46316600000164,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2120,1,PM ITARARE,46634390000152,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2122,1,PM ITARIRI SP,46578522000176,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2124,1,PM ITATIAIA,31846892000170,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2126,1,PM ITATIBA,50122571000177,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2133,1,PM ITAU DE MINAS,23767031000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2135,1,PM ITAUCU,167437000114,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2137,1,PM ITAUNA,18309724000187,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2148,1,PM ITU,46634440000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2151,1,PM ITUETA,18413179000174,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2152,1,PM ITUIUTABA,18457218000135,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2153,1,PM ITUMBIARA,2204196000161,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2154,1,PM ITUMIRIM,18244392000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2160,1,PM ITUVERAVA,46710422000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2164,1,PREF MUN IVAIPORÃ,75741330000137,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2167,1,PM IVINHEMA,3575875000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2171,1,PM JABOATAO GUARARAP,10377679000196,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2178,1,PM JABOTICATUBAS,18715417000104,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2190,1,PM JACOBINA,14197586000130,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2197,1,PM JACUTINGA,17914128000163,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2198,1,PM JAGUAPITA,75457341000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2210,1,PM JAGUARIUNA,46410866000171,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2216,1,PM JAMBEIRO,45190824000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2217,1,PM JANAUBA,18017392000167,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2222,1,PMJANDIRA,46522991000173,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2237,1,PM JARAGUA,1223916000173,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2249,1,PM JARINU,45780079000159,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2251,1,PM JATAI,1165729000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2256,1,PM JAU,46195079000154,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2260,1,PM JECEABA,20356739000148,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2262,1,PM JEQUIE,13894878000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2265,1,PM JEQUITINHONHA,18083659000114,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2272,1,PM JESUITAS,77398154000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2273,1,PM JI-PARANA,4092672000125,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2279,1,PM JOANOPOLIS,45290418000119,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2285,1,PM JOAO MONLEVADE,18401059000157,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2288,1,PM JOAO PINHEIRO,16930299000113,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2294,1,PM JOAQUIM TAVORA,76966845000106,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2296,1,PREF MUN JOINVILLE,83169623000110,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2303,1,PM JOVIANIA,2029957000196,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2314,1,PM JUIZ DE FORA,18338178000102,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2319,1,PM JUNDIAI,45780103000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2337,1,PM JUSSARA,2922128000138,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2352,1,PM LAGES,82777301000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2378,1,PM LAGOA SANTA,73357469000156,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2385,1,PM LAJE MURIAE,28919637000103,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2392,1,PM LAJINHA,18392522000141,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2394,1,PM LAMBARI,17877200000120,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2403,1,PM LARANJAL PTA,46634606000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2405,1,PM LARANJEIRAS SUL,76205970000195,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2409,1,PM LAURO DE FREITAS,13927819000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2412,1,PM LAVRAS,18244376000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2420,1,PM LENCOIS PTA,46200846000176,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2422,1,PM LEOPOLDINA,17733643000147,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2423,1,PM Leopoldo de Bulhões (GO),1067305000183,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2431,1,PM LIMEIRA,45132495000140,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2437,1,PM LINDOIA,45678000000183,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2447,1,PM LONDRINA,75771477000170,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2451,1,PMLOUVEIRA,46363933000144,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2470,1,PM LUZ,18301036000170,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2471,1,PM LUZIANIA,1169416000109,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2473,1,PM MACAE,29115474000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2477,1,PM MACAPA,5995766000177,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2480,1,PM MACATUBA TRIBUTOS,46200853000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2485,1,PM MACEIO,12200135000180,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2486,1,PM MACHACALIS,18404921000185,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2489,1,PM MACHADO,18242784000120,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2502,1,PM MAGE,29138351000145,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2506,1,PM MAIRIPORA,46523163000150,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2516,1,PM MALLET,75654566000136,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2524,1,PM MANAUS,4365326000173,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2531,1,PM MANGARATIBA,29138310000159,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2533,1,PM MANHUACU,18385088000172,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2543,1,PM MAR DE ESPANHA,18535658000163,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2551,1,PM MARACAJU,3442597000112,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2573,1,PM MAL C.RONDON,76205814000124,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2581,1,PM MARIANA,18295303000144,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2592,1,PM MARILIA,44477909000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2593,1,PM MARILUZ,76404136000129,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2594,1,PM MARINGA,76282656000106,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2601,1,PM Marmeleiro (PR),76205665000101,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2619,1,PM MATAO,45270188000126,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2622,1,PM MATELANDIA,76206465000165,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2624,1,PM MATEUS LEME,18715433000199,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2625,1,PM MATHIAS LOBATO,18332619000169,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2638,1,PM MATOZINHOS,18771238000186,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2647,1,PM MAURILANDIA,2056752000108,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2655,1,PM MEDIANEIRA,76206481000158,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2660,1,PM MENDES,28580694000100,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2661,1,PM MENDES PIMENTEL,18505347000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2672,1,MIGUEL PEREIRA,32415283000129,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2679,1,PM MINACU,2215275000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2683,1,PM MINEIROS,2316537000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2689,1,PM MIRACEMA,29114121000146,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2697,1,PREF MUN MIRANDA,3452315000168,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2714,1,PM MOCOCA,44763928000101,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2717,1,PM MOEMA,18301044000117,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2719,1,PM MOGI DAS CRUZES,46523270000188,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2720,1,PM MOGI GUACU,45301264000113,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2721,1,PM MOGI MIRIM,45332095000189,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2730,1,PM MONGAGUA,46578506000183,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2744,1,PM MONTE ALEGRE MG,18431155000148,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2749,1,PM MONTE APRAZIVEL,53221701000117,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2753,1,PM MTE CARMELO,18593103000178,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2759,1,PM MONTE MOR,45787652000156,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2762,1,PM MONTE STO MG,18241372000175,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2763,1,PM MONTE SIAO,22646525000131,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2767,1,PM MONTENEGRO,90895905000160,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2769,1,PM MTES CLAROS,22678874000135,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2771,1,PM MONTIVIDIU,25043571000134,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2779,1,PM MORRETES,76022490000199,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2793,1,PM MOSSAMEDES,2267698000131,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2819,1,PM MURIAE MG,17947581000176,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2826,1,PM MUTUM,18348086000103,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2828,1,PM MUZAMBINHO,18668624000147,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2834,1,PM NATERCIA,17935412000116,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2835,1,PM NATIVIDADE,28920304000196,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2840,1,PM NAVIRAI,3155934000190,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2846,1,PM NAZARENO,18557561000151,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2849,1,PM NAZARIO,1373620000139,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2851,1,PM NEPOMUCENO,18244350000169,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2852,1,PM NEROPOLIS,1105626000125,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2857,1,PM NILOPOLIS,29138286000158,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2861,1,PM NIQUELANDIA,2215895000107,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
2863,1,PM NITEROI,28521748000159,"Estendida, até 23:59",TRIBUTOS MUNICIPAIS,
